JapaneseName	EnglishName
雷光虫_収集Nod_2	Lightning_soba_collection_NOD_2
雷光虫_収集Nod_3	Lightning_soba_collection_NOD_3
お皿	The_dishes
爪落雷_真ん中	Nail_falling_lightning_middle
爪落雷_左	Nail_falling_lightning_left
爪落雷_右	Nail_falling_lightning_right
コア放電　	Core_discharge
変身放電	Transformation_discharge
変身放電　	Transformation_discharge
変身放	Transformation
小放電	Small_discharge
球放電　	Ball_discharge
怒り_R	Anger_r
怒り_L	Anger_L
放電_R	Discharge_r
放電_L	Discharge_L
小放電　	Small_discharge
電気_中0	Electricity_
発光_モデル	Light_emission_model
電気_特大0	Electricity_oversized_0
雷光虫_収集Nod0	Lightning_soba_collection_NOD0
雷撃	Lightning
雷撃余韻	Lightning_lever
雷光虫_収集Gpu2	Lightning_soba_collection_GPU2
放電0	Discharge_0
放電3	Discharge_3
放電2	Discharge_2
雷光虫_拡散Gpu1	Lightning_soba_Diffusion_GPU1
落雷_コア（高速）2	Lightning_strike_core_(high_speed)_2
コア放電	Core_discharge
雷撃_メイン	Lightning_Main
雷撃_余韻	Lightning_afterglow
地割れ：水０	Global_crack:_water_0
地割れ：水１	Distribution:_Wed_1
地割れ：水２	Global_cracking:_water_2
地割れ：土０	District:_Sat_0
地割れ：土２	District_cracking:_Sat_2
地割れ：土１	Adjust:_Sat_1
アクション用：土	For_action:_soil
アクション用：水	For_action:_water
地割れ破片：土	Advanced_debris:_Saturday
地割れ破片：土0	District_cracked_fragment:_Sat_0
地割れ破片：水	Gold_cracker:_water
地割れ破片：水0	Glutin_debris:_Water_0
割れ/水岩中心	Crack_/_water_rock_center
割れ/水煙	Crack_/_water_smoke
割れ/水粒	Crack_/_water_grain
割れ/水岩粒	Crack_/_water_rock_grain
割れ/土煙	Crack_/_Establishment
割れ/土粒	Crack_/_soil
割れ/土岩中心	Crack_/_earthworm_center
割れ/土岩粒	Crack_/_earthworm_grain
Global_crack:_water_0	Global_crack:_water_0
Distribution:_Wed_1	Distribution:_wed_1
Global_cracking:_water_2	Global_Cracking:_water_2
District:_Sat_0	District:_SAT_0
District_cracking:_Sat_2	DISTRICT_CRACKING:_SAT_2
Adjust:_Sat_1	ADJUST:_SAT_1
For_action:_soil	For_Action:_soil
For_action:_water	For_Action:_water
Advanced_debris:_Saturday	Advanced_Debris:_Saturday
District_cracked_fragment:_Sat_0	DISTRICT_CRACKED_FRAGMENT:_SAT_0
Gold_cracker:_water	GOLD_CRACKER:_water
Glutin_debris:_Water_0	Glutin_Debris:_water_0
02_DEEPWATER	02_DEEPWATER
03_ShallowWater	03_ShallowWater
01_SOIL	01_SOIL
Crack_/_water_rock_center	Crack___/___Water_Rock_Center
Crack_/_water_smoke	Crack___/___water_smoke
Crack_/_water_grain	Crack___/___water_grain
Crack_/_water_rock_grain	Crack___/___water_rock_grain
Crack_/_Establishment	Crack___/___Establishment
Crack_/_soil	Crack___/___soil
Crack_/_earthworm_center	Crack___/___Earthworm_Center
Crack_/_earthworm_grain	Crack___/___Earthworm_Grain
消滅モデル	Disappearing_model
球放電	Ball_discharge
放電１	Discharge_1
Core_discharge	CORE_DISCHARGE
Lightning_soba_death_diffusion_NOD	LIGHTNING_SOBA_DEATH_DIFFUSION_NOD
Electric_large_(high_speed)	ELECTRIC_LARGE_(High_Speed)
Discharge	Discharge
Discharge_1	DISCHARGE_1
雷光虫_本体Nod0	Lightning_soba_body_NOD0
Blur_	BLUR_
flash	Flash
Electricity_large	Electricity_Large
Electricity_	ELECTRICITY_
Electric_diffusion	ELECTRIC_DIFFUSION
Light_emission_model	LIGHT_EMISSION_MODEL
Small_discharge	Small_discharge
滞留煙2	Stay_smoke_2
滞留煙1	Stay_smoke_1
メイン0	Main_0
液メッシュ1	Liquid_mesh_1
毒霧のこり	Poison_mist
毒霧固定	Poison_fog_fixed
毒霧カバー	Poison_mist_cover
インパクト毒塵	Impact_poison
弱粒	Weak_grain
毒塵LOOP	Volume_Loop
薄煙	Thin_smoke
粘液1	Mucus_1
霧散	Mismatch
毒霧固定0	Poison_fog_fixed_0
煙_インパクト0	Smoke_Impact_0
白身4	White_and_white
スプレー芯	Spray_core
中心霧	Fog
根元液	Root_liquid
メイン炎	Main_flame
smk_中央	smk_central
インパクト毒塵0	Impact_poison_0
毒霧カバー1	Poison_mist_cover_1
GPU_弱粒	GPU_weak_grain
メイン炎1	Main_flame_1
煙2	Smoke_2
霧散1	Fluctuation_1
CPU_先端	CPU_tip
弱粒0	Weak_grain
火炎煙メイン3	Flame_male_main_3
A毒霧2	A_poison_mist_2
落下蜜	Honey
口内蜜	Mouth_honey
飛び散り蜜	Snatching_honey
糸引き蜜	Honey
こぼれ	Spill
糸引き	Cobwebbing
dummy	dummy
サンミウオ	San_Miuo
あふれるハチミツ	Honey_full
水岩（小）	Water_rocks_(small)
水岩（中）	Water_rocks_(middle)
水岩（大）	Water_rocks_(large)
土岩（小）	Earth_rock_(small)
土岩（中）	Earth_rock_(middle)
土岩（大）	Earth_rock_(large)
水岩小粒	Water_rocks
土岩小粒	Earthworm
水煙余韻：水　汎用指向性煙からコピーして再生スピード合わせるため少し修正	Water_smoke_mediator:_Copy_from_water_general-purpose_orientation_smoke_and_recycled_speed
ヒモ水/ディストーション/中0	Pasty_/_distortion_/_middle_0
ヒモ水/ディストーション/中1	Himo_Water_/_Distortion_/_1
水煙余韻	Water_smoke_medchem
水煙指向性	Water_smoke_directionality
ヒモ水/ディストーション/大：中央	Himo_Water_/_Distortion_/_Large:_Central
滞留煙：土中央	Rate_smoke:_Saturday_center
土煙指向性	To_smoke_direction
土くれ（L）：土中央	Earth_(L):_Saturday
土岩まわり補間	Earbosse-bound_interpolation
土岩あたり範囲	Scope_per_earthworm
水岩余韻	Water_rock
土岩余韻	Earth_rock
水岩まわり補間	Water_rock_interpolation
水岩あたり範囲	Scope_per_water_rock
インパクト土岩	Impact_earth_rock
インパクト水岩	Impact_water_rock
小さいブラー	Small_blur
土くれ0	Eight
右手ひび光	Right_hand
右手流動赤	Right-hand_flow_red
左手ひび光	Left-handed_light
左手流動赤	Left-handed_liquid_red
右手黒	Black_right
左手黒	Left_hand
水岩	Water_rock
メイン煙	Main_smoke
雪	snow
雪玉	snowball
雪もや	Snow
雪煙滞留	Snow_smoke_stagnation
氷塊粒	Ice_bar
氷塊粒2	Ice_bargain_2
氷塊/小2	Ice_mass_/_small_2
粒上昇	Grain
粒/ビルボード	Grain_/_billboard
粒/ノード	Grain_/_node
Ice_mass_/_small	ICE_MASS_/_Small
Ice_mass_/_inside	ICE_MASS_/_INSIDE
smoke	smoke
Grain_/_billboard	Grain_/_Billboard
Grain_/_node	G_lick_/_
Ice_mass_/_large_2	ICE_MASS_/_LARGE_2
Ice_mass_/_large	ICE_MASS_/_LARGE
Ice_mass_/_large_3	ICE_MASS_/_LARGE_3
置き捨て煙	Smoke
濃い煙	Dark_smoke
割れ雪	Cracking_snow
インパクト/長め	Impact_/_Long
氷塊/大4	Ice_mass_/_large_4
氷塊/大5	Ice_mass_/_large_5
氷塊/大6	Ice_mass_/_large_6
氷塊/大7	Ice_mass_/_large_7
雪片/ノード	Snowflaker_/_node
雪塊	Snow
雪塊/中	Snow_mass_/_middle
雪粒/ビルボード	Snow_grain_/_billboard
雪粒上昇/ビルボード	Snow_grain_rise_/_billboard
コンスト雪	Snow
snowball	snowball
Snow	Snow
Smoke	Smoke
Ｅｍｉｔｔｅｒ４	Emitter_4
粒/GPU	Grain_/_GPU
粒/GPUランダム	Grain_/_GPU_random
ゲロ飛沫	Gero_splash
ゲロ追従	Gero_tracking
ゲロメッシュ	Gelomesh
痺れ雷	Numbness_lightning
麻痺雷	Paralyzed_egg
水インパクト繋ぎ	Water_impact_connection
気化余韻	Vaporization
着弾インパクト	Landing_impact
水ディストーション	Water_distortion
雷余韻	Lightning_anchor
水落ちディストーション	Water_dropist
気化煙１	Smooth_smoke_1
ゲロ	Gero
気化煙	Smooth_smoke
ゲロディストーション	Gelong_distortion
飛沫ディストーション	Splash_distortion
ガス煙	Gas_smoke
ガス噴射	Gas_injection
ガス滞留	Stagnation
ガス煙粒	Gas_smoke
ガス煙傾斜のみ見える用	Use_only_gas_smoke_tilting
ガス煙後ろ	Hot_gas_smoke
ガス煙前	Gas_smoke
ガスインパクト	Gaskine_impact
よだれチェイン	Cheng
よだれディストーション	Bald_distortion
先端よだれ	End
よだれインパクト	Impact
先端飛沫	Tip
よだれ先端ディストーション	Drop-end_distortion
よだれ煙	Smoke
インパクトケムり	Impact_kem
虫１	Insects_1
虫２	Bug_2
虫液	Insect_fluid
通常半透明モデル	Normal_translucent_model
通常インパクト	Normal_impact
通常インパクト中心	Normal_impact_center
緑半透明モデル	Midly_transparent_model
緑インパクト	Green_impact
緑インパクト中心	Green_impact_center
赤半透明モデル	Red_half_transparent_model
赤インパクト	Red_impact
赤インパクト中心	Red_impact_center
通常粒にぎやかし	Normal_grain
緑粒にぎやかし	Green_grain_plump
赤粒にぎやかし	Boiled_grains
ブクブク1	Bukubuk_1
泡かすれ	Bubble
しぶき0	Splash_0
コアモデル2	Core_model_2
口元粒	Mouth_grain
口元水しぶき	Water_splash
終わり水しぶき	End_of_water
マズル水しぶき	Muzzle_water_splash
終わり広がり1	End_spread_1
不透明シャボン	Opaque_soap
ディゾルブ水	Disposal_water
ビルボードシャボん	Billboard_Shabun
半透明地面シャボン液0	Translucent_ground_soap_liquid_0
にぎやかしGPU	Belly_GPU
保湿モード_背中	Moisturizing_mode_
保湿モード_頭	Moisturizing_mode_
保湿モード_終了	Moisturizing_mode___end
サシミウオ	Sashimiuo
ごっくん飛沫/水	Cum_splash_/_water
GPU水粒/水	GPU_water_grain_/_water
口着水/水	Water_/_water
狐火半透明モデルLv1	Flexible_translucent_model_Lv1
狐火インパクト/青	Effluent_and_blue_impact_/_blue
狐火インパクト中心/青	Efk_Impact_Center_/_Blue
青い炎	Blue_flame
狐火インパクト	Efflux_impact
余韻炎：周り	Antenate:_around
オレンジインパクト	Orange_impact
青インパクト	Blue_impact
オレンジ粒にぎやかし	Orange_grain_grain
青粒にぎやかし	Blue_grain
狐火飛沫/青	Flexible_splash_/_blue
狐火飛沫/オレンジ	Flexible_splash_/_orange
狐火インパクト中心/オレンジ	Earth-fire_impact_center_/_orange
インパクトボケ足0	Impact_Boke_foot_0
余韻煙1	Leasing_smoke_1
余韻煙3	Clamp_Smoke_3
狐火半透明モデルLv2	Earth_half_transparent_model_Lv2
狐火半透明モデルLv3	Efforestation_Translucent_Model_Lv3
狐火置き捨て/青0	Efflux_break_down_/_blue_0
オレンジ炎	Orange_flame
最初だけ青い炎	Only_the_first_blue_flame
途中からオレンジ炎	Orange_flame_from_the_middle
青ブクブク	Brush_Buk
青泡かすれ	Bubble_bubble
当身待機LOOP	Lost_machine_LOOP
当身待機開始	Launched
当身成功	Mutant
当身不成立	Absent
半透明地面シャボン液	Translucent_ground_soap_liquid
チャッカツオ	Chakkatsuo
龍粉	Dragon_powder
オーラ_体	Aura_body
オーラ_首（消すかも）	Aura_neck_(it_may_be_erased)
オーラ_左腕（消すかも）	Aura_Left_arm_(it_may_erase)
オーラ_右腕（消すかも）	Aura_Right_arm_(it_may_be_erased)
オーラ_左足（消すかも）	Aura_Left_foot_(it_may_be_erased)
オーラ_右足（消すかも）	Aura_Right_foot_(it_may_be_erased)
炎_右	Flame_right
炎_左	Flame_left
頭_バーニア	_Bernia
左翼３	Left_wing_3
左翼２	Left_wing_2
左翼１	Left_wing_1
左翼ジェット３	Left_wing_jet_3
左翼ジェット２	Left_wing_jet_2
左翼ジェット１	Left_wing_jet_1
左翼_粉	Left_wing_powder
オーラ３_重いと消す	Aura_3_Heavy_and_erase
オーラ２_重いと消す	Aura_2_Heavy_and_erase
オーラ１_重いと消す	Aura_1_Heavy_and_erase
右翼3	Right_wing_3
右翼2	Right_wing_2
右翼1	1_wing_1
右翼ジェット３	Right_wing_jet_3
右翼ジェット２	Right_wing_jet_2
右翼ジェット１	Right_wing_jet_1
右翼_粉	Right_wing_powder
粉	powder
バーニア_a_1	Vernier_A_1
バーニア_b_1	Vernier_b_1
バーニア_c_1	Vernier_C_1
発射口_1	Launch_port_1
噴射_a_1	Injection_a_1
噴射_b_1	Injection_b_1
バーニア粉_1	Verne_powder_1
バーニア_a_2	Vernier_a_2
バーニア_b_2	Vernier_b_2
バーニア_c_2	Vernier_C_2
発射口_2	Lunch_port_2
噴射_a_2	Injection_a_2
噴射_b_2	Injection_b_2
バーニア粉_2	Vernier_powder_2
バーニア_a_3	Vernier_A_3
バーニア_b_3	Vernier_b_3
バーニア_c_3	Vernier_C_3
発射口_3	Launch_port_3
噴射_a_3	Injection_a_3
噴射_b_3	Injection_b_3
バーニア粉_3	Vernier_powder_3
バーニア消_a_3	Vernier_Delight_A_3
バーニア消_b_3	Vernier_Delta_B_3
ブラー_3	Blur__3
燃え残り_3	Burning_remaining__3
消滅粉_3	Annihilation_powder__3
バーニア消_a_2	Vernier_Delight_A_2
バーニア消_b_2	Vernier_Deleting_B_2
ブラー_2	Blur__2
燃え残り_2	Burningless__2
消滅粉_2	Disturbing_powder__2
バーニア消_a_1	Vernier_Deleting_A_1
バーニア消_b_1	Vernier_Deleting_B_1
ブラー_1	Blur__1
燃え残り_1	Burning_remaining__1
消滅粉_1	Annihilation_powder__1
赤光_1	Red_light_1
白光_1	White_light_1
黒雷_1	Black_lightning_1
雷_1	Thunder_1
赤光_2	Red_light_2
白光_2	White_light_2
黒雷_2	Black_lightning_2
雷_2	Thunder_2
赤光_3	Red_light_3
白光_3	White_light_3
黒雷_3	Black_lightning_3
雷_3	Thunder_3
消雷_1	Timming_1
消雷_2	Timming_2
電気_大3	Electric_large_3
消雷_3	Timming_3
噴射_1	Injection_1
バーニアb_1	Vernier_B_1
バーニアc_1	Vernier_C_1
噴射_2	Injection_2
バーニアb_2	Vernier_B_2
バーニアc_2	Vernier_C_2
噴射_3	Injection_3
バーニアb_3	Vernier_B_3
バーニアc_3	Vernier_C_3
龍放電_2	Dragon_discharge_2
龍放電_1	Dragon_discharge_1
赤光_4	Red_light_4
白光_4	White_light_4
黒雷_4	Black_lightning_4
雷_4	Thunder_4
ブラー_4	Blur_4
赤光_5	Red_light_5
白光_5	White_light_5
黒雷_5	Black_lightning_5
雷_5	Thunder_5
ブラー_5	Blur_5
赤光_6	Red_light_6
白光_6	White_light_6
黒雷_6	Black_lightning_6
雷_6	Thunder_6
ブラー_6	Blur_6
左翼	Left wing
右翼	Right wing
消雷_a_6	Timming__A_6
消雷_b_6	Timming__b_6
消雷_a_5	Timming__A_5
消雷_b_5	Timming__b_5
消雷_a_4	Timming__A_4
消雷_b_4	Timming__b_4
消雷_a_3	Timming__A_3
消雷_b_3	Timming__b_3
消雷_a_2	Timming__A_2
消雷_b_2	Timming__b_2
消雷_a_1	Timming__A_1
消雷_b_1	Time-lighting__b_1
バーニア粉_4	Vernier_powder_4
フルバ爆発1	Fluba_explosion_1
フルバ爆発2	Fluba_explosion_2
小爆発粉塵2	Small_explosive_dust_dust_2
マズル炎0	Muzzle_flame_0
小フラッシュ	Small_flash
弾_黒煙	Bullet_black_smoke
弾_黒煙0	Bullet_black_smoke_0
一閃	Flash
エミッシブ/リム発光4	Emissive_/_Rim_Light_4
起爆フラッシュ	Extrembling_flash
Group01	Group01
Group0あ	GROUP0
爆発煙_中段	Explosive_smoke_middle_stage
爆発煙_内部用	Explosive_smoke_internal
ディゾルブ炎_中	Duzorugitis_
ディゾルブ炎_上下	Dezorugitis_
もや_余韻	_
糸もや_余韻	Thread_or_afterglow
雷_余韻	Thunder_afterglow
静電気_余韻	Static_electricity_
火_小	Fire_small
火_大	Flame
予兆放電	Troublesome_discharge
予兆電気_大	Significant_electricity_large
予兆雷	Trendy_thunder
予兆龍粉	Dragon_powder
予兆ブラー	Trapbler
予兆黒煙	Black_smoke
火_大0	_Large_0
龍粉0	Dragon_powder_0
大用爆破粉塵1	Great_bombing_dust_1
大用爆破粉塵0	Great_bombing_dust_dust_0
大用爆破線	Big_blast_line
大用爆破線0	Big_Bombing_Line_0
フラッシュ1	Flash_1
フラッシュ3	Flash_3
フラッシュ2	Flash_2
大用爆破粉塵2	Great_bombing_dust_2
大用爆破線1	Large_bombing_line_1
大用爆破線2	Big_Bombing_Line_2
白丸1	White_circle_1
白丸2	White_circle_2
白丸3	White_circle_3
閃光1	Flash_1
閃光2	Flash_2
白丸	White_circle
右翼３Ａ2	Right_wing_3a2
右翼３Ａ3	Right_wing_3a3
右翼３Ａ4	Right_wing_3a4
黒帯	Black_belt
赤帯	Red_band
黄帯	Yellow_belt
閃光	flash
遠景ラジアルブラー	Stern_view_radial_blur
遠景大きい白丸	Very_view_big_white_circle
ラジアルブラー（重かったら消す）	Radial_blur_(if_it_is_heavy)
下敷き	Underlay
燃え	Burn
体	body
燃え残り	Remaining_burn
右翼３Ａ0	Right_wing_3a0
右翼３Ａ	Right_wing_3a
本体	Main_unit
先端	Tip
コア放電_先端	Core_discharge_tip
コア放電_根本1	Core_discharge_root_1
コア放電_根本2	Core_discharge_root_2
コア放電_本体	Core_discharge_body
ブラー_先端	Blur_tip
ブラー_根本	Blur_root
放電_本体	Discharge_body
本体_消え	Body__
消え粉	Flour
放電_消え	Discharge___disappear
先端_消え	End__
フラッシュ5	Flash_5
フラッシュ6	Flash_6
フラッシュ4	Flash_4
小爆発線	Small-blast
小爆発粉塵	Small-explosive_dust
中心部_加熱	Center_heating
炎_加熱	Flame_heating
蒸気_加熱	Steam_heating
蜃気楼_加熱	Mirage_Heating
蜃気楼_余韻	Mirage_afterglow
加熱	heating
蜃気楼_余韻0	Mirage___Leave_0
炎_右0	Flame___Right_0
吸気孔発光	Inspiring_pore_emission
全円	Whole_circle
ヒモ	Plain
吸気Node粒	Intake_Node_grain
拡散GPU粒	Diffusion_GPU_grain
拡散Node粒	Diffusion_Node_grain
半円	Half_circle
吸気孔加熱	Intake_pore_heating
拡散全球	Diffusion_whole_ball
拡散風	Diffusion_wind
拡散半円	Diffusion_half_circle
吸気Loop	Intake LOOP
吸気完了Single	Intake completion Single
口_白煙	Octopus_white_smoke
口_黒煙	_Black_smoke
口_黒煙_臨界	Mouth_black_smoke_critical
口_ヒモ煙右	Mouth_Simple_smoke_right
口_ヒモ煙左	Mouth_Simple_smoke_left
口_ヒモ煙右_臨界	Mouth_Simple_smoke_right_critical
口_ヒモ煙左_臨界	Mouth_Simple_smoke_left_critical
左腕_黒煙	Left_arms_black_smoke
左腕_黒煙_臨界	Left_arms_black_smoke_critical
左腕_ヒモ煙	Left_arm_neem
左腕_置き捨て	Left_arms_disposable
背中前_黒煙	Background_black_smoke
背中前_黒煙_臨界	Background_Black_smoke_critical
背中前_ヒモ煙	Back_front_Simple_smoke
背中後_黒煙	Back_after_back
背中後_ヒモ煙	Back_after_back_neem
尻尾_黒煙	Tail_black_smoke
尻尾_黒煙_臨界	Tail_black_smoke_critical
背中_黒粒_臨界	Back_Black_grain_critical
右腕_黒煙	Right_arms_black_smoke
右腕_黒煙_臨界	Right_arms_black_smoke_critical
右腕_ヒモ煙	Right_arms_neomat
右腕_置き捨て	Right_arm_disposable
尻尾_ヒモ煙	Tail_neomat
尻尾_置き捨て粒	Tail_disposable_grain
背中後_黒煙_臨界	Back_after_back_black_smoke_critical
空中蹴り時置き捨て粉	Aerial kicking disposable powder
左腕_臨界	Left arm_critical
口	mouth
尻尾_臨界	Tail _ critical
口_臨界	口 _
背中Lv.2	Back Lv. 2
右腕	Right arm
背中Lv.1	Back Lv.1
右腕_臨界	Right arm_critical
背中Lv.3	Back Lv. 3
左腕	Left arm
汎用爆発	General purpose explosion
追加要素	Additional elements
まわる粒	Grain
不透明ヒモ	Opaque_distinctive
不透明ヒモ0	Opaque_distinctive
半透明ヒモ	Translucent
不透明ヒモ2	Opaque_Semo_2
半透明ヒモ2	Translucent_Temple_2
半透明ヒモ0	Transparent_Semio_0
不透明ヒモ1	Opaque_Tips_1
半透明ヒモ1	Translucent_Temple_1
予兆&&&Lv.2	Principles &&& lv.2
粒&&&Lv.1	Grain &&& lv.1
予兆&&&Lv.1	Principle &&& lv.1
地面気流&&&Lv.1	Green air flow &&& lv.1
粒&&&Lv.2	Grain &&& lv.2
準備&&&Lv.2	Preparation &&& lv.2
準備&&&Lv.1	Preparation &&& lv.1
尻尾コンスト&&&Lv.3	Tail con disconnection &&& lv.3
ブラーインパクと	Buller_Impact_and
余韻モデル	Phonetic_model
インパクト半透明	Impact_translucent
インパクト火の粉	Impact_fire_powder
Loop煙/口	Loop_smoke_/_mouth
Loop煙/背中	Loop_smoke_/_back
インパクト炎/尻尾	Impact_flame_/_tail
インパクト炎/背中	Impact_flame_/_back
インパクト炎/左腕	Impact_flame_/_left_arm
インパクト炎/右腕	Impact_flame_/_right_arm
Loop炎/左右/口	LOOP_flame_/_left_and_right_/_mouth
Loop炎/背中	LOOP_flame_/_back
Loop炎/左腕	LOOP_flame_/_left_arm
Loop炎/右腕	LOOP_flame_/_right_arm
Loop炎/尻尾	LOOP_flame_/_tail
Loop煙/尻尾	Loop_smoke_/_tail
ブラー余韻	Blur_afterlife
Loop炎/真ん中/口	LOOP_flame_/_middle_/_mouth
地面ヒモ	Ground
背中	back
両腕	Both arms
予兆/紫/ヒモ煙	Prepare_/_purple_/_neomust
予兆/白/Loop煙0	Sign_/_white_/_loop_smoke_0
予兆/紫/Loop煙	Sign_/_purple_/_loop_smoke
予兆/白/Loop煙	Sign_/_white_/_loop_smoke
予兆/白/インパクト煙	Sign_/_white_/_Impact_smoke
予兆/白/粒	Incurrent_/_white_/_grain
予兆/紫/最初から火花	Sign_/_purple_/_surviving_from_the_beginning
予兆/白/途中から火花	Sign_/_from_white_/_in_the_middle
予兆/煙/Loop煙	Incurrent_/_smoke_/_loop_smoke
予兆/白/Loop煙1	Sign_/_white_/_loop_smoke_1
予兆/白/Loop煙3	Sign_/_white_/_loop_smoke_3
予兆/白/Loop煙4	Sign_/_white_/_loop_smoke_4
予兆/白/Loop煙5	Sign_/_white_/_loop_smoke_5
予兆/紫/ヒモ煙0	Sign_/_purple_/_neomustic_0
予兆/紫/ヒモ煙3	President_/_purple_/_neomat
予兆/紫/ヒモ煙1	Sign_/_purple_/_neomustic_1
予兆/紫/ヒモ煙2	Sign_/_purple_/_neomat
予兆/白/Loop煙6	Sign_/_white_/_loop_smoke_6
爆発予兆	Explosion
ヒートエンド予兆	Heat end prediction
ヒートエンド直前	Immediately before the heat end
予兆/煙/Loop煙0	Incurrent_/_smoke_/_loop_smoke_0
コンストヒモ煙	Stop_pit_smoke
余韻黒煙	Smoke
余韻煙0	Czemption_0
雷	Thunder
麻痺パチパチ	Parachi_Pachipachi
麻痺パチパチ0	Paralyzed_pachielectric_0
細霧0	Fog_0
Poison	Poison
Senko	Thousand
Mahi	paralysis
柿	Persimmon
ディストーションribbon	Distortion_Ribbon
しぶきLoop1	Shobuki_LOOP1
インパクト　ディストーション	Impact_distortion
インパクト　ディストーション中心	Impact_distortion_center
インパクト　ひっかき液	Impact_Hikiri
しぶきLoop	Shoburi_LOOP
柿/小	/_Small
液/玉	Liquid_/_ball
柿/小0	Persimmon_/_small_0
液/水	Liquid_/_water
柿/小1	Mako_/_small_1
液/ヒモ1	Liquid_/_Hazo_1
柿/大1	/_Large_1
液/玉0	Liquid_/_ball_0
両面ポリゴンタイプの皿0	Double-sided_polygon_type_dishes_0
土糸煙	Smoke
水糸煙	Water_yarn_smoke
ディゾルブ粒：水と雪	Dyzorb_granules:_water_and_snow
岩粒0	Rock_grain_0
まわる粒1	Touches_1
まわる粒2	Terrain_2
雷光虫_拡散0	Lightning_pills_diffusion_0
雷光虫_本体	Lightning_soba_body
柿_小	柿_small
煙_根元	Smoke_root
粒_余韻	__
放電_腕_R1	Discharge_arm_r1
NoMip雷0	NOMIP_Lightning_0
ビルボード雷0	Billboard_lightning_0
細霧1	Half_mist
岩_小0	Rock_small_0
閃光柿	Flash
柿1	Persimmon_1
柿2	柿_2
柿粒	Persimmon_grain
飛沫11	Splashes_11
far	far
far0	FAR0
far1	FAR1
柿0	柿_0
しぶきLoop2	Shoburi_Loop2
しぶきLoop3	Shobuki_LOOP3
発生時炎	Occurrence
不透明炎	Opacisitis
発生時炎0	Occurrence_0
細かい岩	Fine_rock
細かい岩1	Detailed_rock_1
細かい岩2	Detailed_rock_2
濃い煙/遠距離	Dark_smoke_/_far_distance
燃え残り可燃物	Burning_residual_combustible
炎1	1_flame
上昇炎	Rose
燃え上がり	Burnback
インパクトボケ足2	Impact_Boke_foot_2
ぱちぱち火花	Pachipachu_sparks
火花/大	Spark_/_large
炎/指向性あり	Flame_/_directivity
拡散炎	Diffusion_flame
炎煙	Figures
消火煙大	Earth-fire_smelting
消火煙	Extinguishing_smoke
濡れ岩/小2	Wet_rock_/_small_2
コマカイイワ５	Komakaiiwa_5
水しぶき　ディストーション	Splash_distortion
よだれ　ディストーション	Dropped_distortion
緑チェイン	Green_chain
インパクトモデル2	Impact_Model_2
火の粉/ビルボード	Fire_powder_/_billboard
溶岩発光強	Lava_emission
インパクトフォロー	Impact_follow
コアモデル/発生点	Core_model_/_outbreak_point
細かい雪岩	Detailed_snow_rock
細かい雪岩1	Detailed_snow_rock_1
細かい雪岩2	Detailed_snow_rock_2
雪岩/大	Snow_rock_/_large
雪岩/中	Snow_rock_/_middle
雪岩/中2	Snow_rock_/_2
雪岩/大2	Snow_rock_/_large_2
バチバチ火花	Belt_sparks
インパクト余韻	Impact_afterlife
大きなブラー	Big_blur
インパクと	With_the_impact
大きめ粒	Large_grain
共通ブラー	Common_blur
割れ/煙	Crack_/_smoke
割れ/煙1	Crack_/_Smoke_1
割れ/粒	Crack_/_grain
割れ/粒1	Crack_/_grain_1
割れ/岩粒	Crack_/_rock_grain
割れ/岩粒1	Crack_/_rock_grain_1
割れ/岩0	Crack_/_Rock_0
割れ/岩2	Crack_/_Rock_2
共通床ブラー	Common_floor_blur
割れ/煙0	Crack_/_Smoke_0
割れ/粒0	Crack_/_grain_0
割れ/岩粒0	Crack_/_rock_grain_0
割れ/岩1	Crack_/_Rock_1
岩粒・中範囲	Rock_grains_/_medium_range
岩粒・広範囲	Rock_grain_and_wide_range
地割れ岩：近	Advance_rock:_near
地割れ岩：近0	Cutting_rock:_near_0
地割れ岩：遠	Garden_cracking_rock:
地割れ岩：遠0	Land_cracked_rock:
地割れ岩：遠1	Land_cracking_rock:
地割れ岩：遠2	Land_cracking_rock:
地割れ岩：遠3	Land_cracking_rock:
地割れ岩：遠4	Land_cracking_rock:_Leather_4
濡れ岩粒・中範囲	Wet_rock_grains,_medium_range
地割れアクション：土岩0	Administrative_action:_Earban_0
濡れ岩粒・広範囲	Wet_rock_grain_and_wide_range
飛んでく濡れ岩	Flying_wet_rock
濡れ岩アクション用	For_wet_rock_action
飛んでく岩	Flying_rock
岩アクション用	For_rock_action
岩粒・中範囲0	Rock_grains_/_medium_range_0
岩粒・広範囲0	Rock_grain_and_wide_range_0
地割れ岩：近1	Advance_rock:_near_1
地割れ岩：遠5	Land_cracking_rock:_Leather_5
地割れ岩：遠6	Land_cracking_rock:
地割れ岩：遠7	Local_Rock:_Leave
飛んでく岩0	Flying_rock_0
岩アクション用0	0_for_rock_action
地割れアクション：煙0	Administrative_action:_Smoke_0
地割れアクション：土岩粒0	Administrative_action:_Toilet_grain_0
地割れアクション：粒0	Administration_action:_grain_0
地割れアクション：地割れ濡れ岩2	Administrative_action:_ground_wet_rock_2
地割れアクション：煙	Administrative_action:_Smoke
地割れアクション：土岩粒	Administrative_action:_Toilet_grain
地割れアクション：土岩	Administrative_action:_Earn_rock
地割れアクション：粒	Administration_action:_grain
